Authors,Title,Publication year,Pages,Page Count,ISBN,URLs,Abstract,Keywords
"Anhua Y,Xiaohong F,Liangbing Y",How Does the Mixed-Ownership Reform in China of State-Owned Enterprises Affect the Corporate Risk-Taking?,2020,44–48,4,9781450375467,https://doi.org/10.1145/3416028.3416036,"The mixed ownership reform of state-owned enterprises in China offers a cherish opportunity for investigating the systematic relationship between mixed ownership and corporate risk-taking. Classified the mixed ownership into the diversification of categories and proportion of shares of the shareholders, we find that, based on the data of state-owned listed companies in China from 2008 to 2018 as sample, the degree of the mixed ownership and corporate risk-taking have positive relationships, that is, the more the diversification of proportion of shares of the shareholders, the higher the corporate risk-taking, while diversification of categories of shares, insignificantly associated with risk-taking, represents the low degree of ownership change needed to be deepened. When examining the moderating effects of types of state-owned firms, we observe that the mixed ownership plays a more positive and significant role in companies of central state-owned (which contrary to the local state-owned). Overall, our study contributes to the related literature by showing the influential role of mixed ownership on corporate risk management.","Mixed-ownership Reforms, Corporate Risk-taking, State-owned Enterprises"
"Wruck F,Sarafov V,Jakobsmeier F,Weiß M",GyroidOS: Packaging Linux with a Minimal Surface,2022,87–96,9,9781450392297,https://doi.org/10.1145/3510547.3517917,"Separation of privilege domains is crucial when building secure system architectures for Cyber-Physical systems. The bar for a successful attack can be raised significantly and the consequences of an attack can be contained. As Cyber-physical systems often comprise devices with limited resources, container virtualization provides an ideal base technology to construct secure architectures for CPS. However, the provided isolation guarantees entirely depend on one, shared kernel. Therefore, it is crucial to protect this kernel against attacks. Recent research proposed solutions to this issue. However, these approaches incurred performance penalties hindering their practical applicability. Therefore, we created GyroidOS, an architecture to shrink the kernel attack surface available to an attacker inside a container. To achieve this, we exploit redundancy in the Linux syscall interface to restrict access to syscalls without reducing the functionality available to user space binaries. Thereby, we aim to achieve maximum compatibility and applicability in real world scenarios. At the same time, GyroidOS aims to minimize the imposed performance penalty to avoid performance-related issues in the applicability of which previous approaches suffered.","system call hooking, attack surface reduction, binary rewriting, os-level virtualization security"
"Alnaim A,Alwakeel A,Fernandez EB",A Misuse Pattern for Compromising VMs via Virtual Machine Escape in NFV,2019,,0,9781450371643,https://doi.org/10.1145/3339252.3340530,"Cloud computing has provided many services to potential consumers; one of these services being the provision of network functions using virtualization. Network Function Virtualization (NFV) is an emerging network technology that decouples the software implementation of network functions from the underlying hardware providing flexible and energy-efficient network services. However, it also comes with vulnerabilities that attackers can exploit to disrupt the network service. In this paper, we use misuse patterns to study the Virtual Machine (VM) Escape attack. The possible misuses resulting from the VM Escape are compromising victims' VMs, stealing resources from co-resident VMs, and accessing host OS files. Misuse patterns describe how an attack is performed from the point view of the attacker. In the future, we aim to build a partial catalog of misuse patterns for the NFV virtual machine environment (VME). This catalog would be useful to build a Security Reference Architecture for NFV.","misuse patterns, security patterns, hypervisor, Network Function Virtualization (NFV), virtualization, Cloud computing, virtual machine environment (VME)"
"Nowakowski P,Zórawski P,Cabaj K,Gregorczyk M,Purski M,Mazurczyk W",Distributed Packet Inspection for Network Security Purposes in Software-Defined Networking Environments,2020,,0,9781450388337,https://doi.org/10.1145/3407023.3409210,"5G networks are foreseen to offer rich ubiquitous communication infrastructure with wide range of high-quality services. However, as they are formed using a mix of modern network technologies ensuring their security is crucial. Currently, Software Defined Networking is envisioned as a key technology to provide security in 5G. However, due to its centralized nature SDN-based systems may suffer from performance issues and are difficult to scale. That is why in this paper, we propose a novel distributed packet inspection method which is easy to scale, migrate and is able to utilize any existing SDN controller software. Instead of running a single instance of SDN controller process we propose to utilize multiple processes and to distribute the traffic in a fair manner across running instances. In result, such a load-balancing solution is able to run independently on multiple machines allowing for highly scalable solution. Performed experimental evaluation proves that such solution is efficient and effective.","software defined networks, integrated security framework, network security, 5G system architecture, network function virtualization"
"Kanrar S,Jaiswal N",Text and Language Independent Speaker Identification by GMM Based i Vector,2015,95–100,5,9781450335522,https://doi.org/10.1145/2818567.2818585,"Speaker Identification process is to identify a particular vocal cord from a set of existing speakers. In the speaker identification processes, unknown speaker voice sample targets each of the existing speakers present in the system and gives a predication. The predication may be more than one existing known speaker voice and is very close to the unknown speaker voice. The model is a Gaussian mixture model built by the extracted acoustic feature vectors from voice. The i-vector based dimension compression mapping function of the channel depended speaker, and super vector give better predicted scores according to cosine distance scoring associated with the order pair of speakers. In the order pair, the first coordinate is the unknown speaker i.e. test speaker, and the second coordinates is the existing known speaker i.e. target speaker. This paper presents the enhancement of the prediction based on i- vector in compare to the normalized set of predicted score. In the simulation, known speaker voices are collected through different channels and in different languages. In the testing, the GMM voice models, and GMM based i-Vector speaker voice models of the known speakers are used among the numbers of clusters in the test data set.","Speaker Identification, Decision threshold, i-Vector, Gaussian mixture model (GMM), Acoustic feature vectors"
"Jiang Y,Chen W,Sun X,Shi X,Wang F,Li H",Exploring the Quality of GAN Generated Images for Person Re-Identification,2021,4146–4155,9,9781450386517,https://doi.org/10.1145/3474085.3475547,"Recently, GAN based method has demonstrated strong effectiveness in generating augmentation data for person re-identification (ReID), on account of its ability to bridge the gap between domains and enrich the data variety in feature space. However, most of the ReID works pick all the GAN generated data as additional training samples or evaluate the quality of GAN generation at the entire data set level, ignoring the image-level essential feature of data in ReID task. In this paper, we analyze the in-depth characteristics of ReID sample and solve the problem of What makes a GAN-generated image good for ReID''. Specifically, we propose to examine each data sample with id-consistency and diversity constraints by mapping image onto different spaces. With a metric-based sampling method, we demonstrate that not every GAN-generated data is beneficial for augmentation. Models trained with data filtered by our quality evaluation outperform those trained with the full augmentation set by a large margin. Extensive experiments show the effectiveness of our method on both supervised ReID task and unsupervised domain adaptation ReID task.","augmentation, gan, dataset, person re-identification, sampling"
"Madi T,Majumdar S,Wang Y,Jarraya Y,Pourzandi M,Wang L",Auditing Security Compliance of the Virtualized Infrastructure in the Cloud: Application to OpenStack,2016,195–206,11,9781450339353,https://doi.org/10.1145/2857705.2857721,"Cloud service providers typically adopt the multi-tenancy model to optimize resources usage and achieve the promised cost-effectiveness. Sharing resources between different tenants and the underlying complex technology increase the necessity of transparency and accountability. In this regard, auditing security compliance of the provider's infrastructure against standards, regulations and customers' policies takes on an increasing importance in the cloud to boost the trust between the stakeholders. However, virtualization and scalability make compliance verification challenging. In this work, we propose an automated framework that allows auditing the cloud infrastructure from the structural point of view while focusing on virtualization-related security properties and consistency between multiple control layers. Furthermore, to show the feasibility of our approach, we integrate our auditing system into OpenStack, one of the most used cloud infrastructure management systems. To show the scalability and validity of our framework, we present our experimental results on assessing several properties related to auditing inter-layer consistency, virtual machines co-residence, and virtual resources isolation.","cloud, formal verification, co-residence, openstack, security auditing, virtualization, isolation"
"Kwon Y,Dunn AM,Lee MZ,Hofmann OS,Xu Y,Witchel E",Sego: Pervasive Trusted Metadata for Efficiently Verified Untrusted System Services,2016,277–290,13,9781450340915,https://doi.org/10.1145/2872362.2872372,"Sego is a hypervisor-based system that gives strong privacy and integrity guarantees to trusted applications, even when the guest operating system is compromised or hostile. Sego verifies operating system services, like the file system, instead of replacing them. By associating trusted metadata with user data across all system devices, Sego verifies system services more efficiently than previous systems, especially services that depend on data contents. We extensively evaluate Sego's performance on real workloads and implement a kernel fault injector to validate Sego's file system-agnostic crash consistency and recovery protocol.","application protection, para-verification, crash consistency, virtualization-based security"
"Kwon Y,Dunn AM,Lee MZ,Hofmann OS,Xu Y,Witchel E",Sego: Pervasive Trusted Metadata for Efficiently Verified Untrusted System Services,2016,277–290,13,,https://doi.org/10.1145/2954679.2872372,"Sego is a hypervisor-based system that gives strong privacy and integrity guarantees to trusted applications, even when the guest operating system is compromised or hostile. Sego verifies operating system services, like the file system, instead of replacing them. By associating trusted metadata with user data across all system devices, Sego verifies system services more efficiently than previous systems, especially services that depend on data contents. We extensively evaluate Sego's performance on real workloads and implement a kernel fault injector to validate Sego's file system-agnostic crash consistency and recovery protocol.","virtualization-based security, crash consistency, para-verification, application protection"
"Kwon Y,Dunn AM,Lee MZ,Hofmann OS,Xu Y,Witchel E",Sego: Pervasive Trusted Metadata for Efficiently Verified Untrusted System Services,2016,277–290,13,,https://doi.org/10.1145/2980024.2872372,"Sego is a hypervisor-based system that gives strong privacy and integrity guarantees to trusted applications, even when the guest operating system is compromised or hostile. Sego verifies operating system services, like the file system, instead of replacing them. By associating trusted metadata with user data across all system devices, Sego verifies system services more efficiently than previous systems, especially services that depend on data contents. We extensively evaluate Sego's performance on real workloads and implement a kernel fault injector to validate Sego's file system-agnostic crash consistency and recovery protocol.","para-verification, virtualization-based security, crash consistency, application protection"
"Qiu H,Zeng Y,Guo S,Zhang T,Qiu M,Thuraisingham B",DeepSweep: An Evaluation Framework for Mitigating DNN Backdoor Attacks Using Data Augmentation,2021,363–377,14,9781450382878,https://doi.org/10.1145/3433210.3453108,"Public resources and services (e.g., datasets, training platforms, pre-trained models) have been widely adopted to ease the development of Deep Learning-based applications. However, if the third-party providers are untrusted, they can inject poisoned samples into the datasets or embed backdoors in those models. Such an integrity breach can cause severe consequences, especially in safety- and security-critical applications. Various backdoor attack techniques have been proposed for higher effectiveness and stealthiness. Unfortunately, existing defense solutions are not practical to thwart those attacks in a comprehensive way.In this paper, we investigate the effectiveness of data augmentation techniques in mitigating backdoor attacks and enhancing DL models' robustness. An evaluation framework is introduced to achieve this goal. Specifically, we consider a unified defense solution, which (1) adopts a data augmentation policy to fine-tune the infected model and eliminate the effects of the embedded backdoor; (2) uses another augmentation policy to preprocess input samples and invalidate the triggers during inference. We propose a systematic approach to discover the optimal policies for defending against different backdoor attacks by comprehensively evaluating 71 state-of-the-art data augmentation functions. Extensive experiments show that our identified policy can effectively mitigate eight different kinds of backdoor attacks and outperform five existing defense methods. We envision this framework can be a good benchmark tool to advance future DNN backdoor studies.","data augmentation, AI security, backdoor attacks, deep learning"
"Pu N,Chen W,Liu Y,Bakker EM,Lew MS",Dual Gaussian-Based Variational Subspace Disentanglement for Visible-Infrared Person Re-Identification,2020,2149–2158,9,9781450379885,https://doi.org/10.1145/3394171.3413673,"Visible-infrared person re-identification (VI-ReID) is a challenging and essential task in night-time intelligent surveillance systems. Except for the intra-modality variance that RGB-RGB person re-identification mainly overcomes, VI-ReID suffers from additional inter-modality variance caused by the inherent heterogeneous gap. To solve the problem, we present a carefully designed dual Gaussian-based variational auto-encoder (DG-VAE), which disentangles an identity-discriminable and an identity-ambiguous cross-modality feature subspace, following a mixture-of-Gaussians (MoG) prior and a standard Gaussian distribution prior, respectively. Disentangling cross-modality identity-discriminable features leads to more robust retrieval for VI-ReID. To achieve efficient optimization like conventional VAE, we theoretically derive two variational inference terms for the MoG prior under the supervised setting, which not only restricts the identity-discriminable subspace so that the model explicitly handles the cross-modality intra-identity variance, but also enables the MoG distribution to avoid posterior collapse. Furthermore, we propose a triplet swap reconstruction (TSR) strategy to promote the above disentangling process. Extensive experiments demonstrate that our method outperforms state-of-the-art methods on two VI-ReID datasets. Codes will be available at https://github.com/TPCD/DG-VAE.","variational auto-encoder, cross-modality person re-identification, gaussian mixture model, disentangled representation"
"Xie F,Zhang Y,Yan C,Li S,Bu L,Chen K,Huang Z,Bai G",Scrutinizing Privacy Policy Compliance of Virtual Personal Assistant Apps,2023,,0,9781450394758,https://doi.org/10.1145/3551349.3560416,"A large number of functionality-rich and easily accessible applications have become popular among various virtual personal assistant (VPA) services such as Amazon Alexa. VPA applications (or VPA apps for short) are accompanied by a privacy policy document that informs users of their data handling practices. These documents are usually lengthy and complex for users to comprehend, and developers may intentionally or unintentionally fail to comply with them. In this work, we conduct the first systematic study on the privacy policy compliance issue of VPA apps. We develop Skipper, which targets Amazon Alexa skills. It automatically depicts the skill into the declared privacy profile by analyzing their privacy policy documents with Natural Language Processing (NLP) and machine learning techniques, and derives the behavioral privacy profile of the skill through a black-box testing. We conduct a large-scale analysis on all skills listed on Alexa store, and find that a large number of skills suffer from the privacy policy noncompliance issues.","Alexa skills, privacy compliance, Virtual Personal Assistant"
Almahmoud AA,E-Services Integration Framework Based on SOA,2020,1–6,5,9781450387521,https://doi.org/10.1145/3430279.3430280,"A group of governmental agencies is connected over a virtual private network (VPN), and uses variant computing systems to perform the daily tasks, they need to exchange formal data electronically, at the same time, and they cannot replace their legacy systems. In this research, I will study this case and propose a suitable solution based on service-oriented architecture (SOA), which has proven highly efficiency within the integration of distributed systems. The research has developed e-services to extract data from the legacy systems as per each agency policy, designed and developed a framework, which will conduct data exchanging between e-services, monitor e-services consuming, notify providers by the recent activities and apply the security policy. In addition, the research has tested the performance of the solution over variable loads, scanned the security gaps and proposed a load balancing method to maintain the stability of the system on subscribers increase in number.","Enterprise Service Bus, Web Services Description Language, Service Oriented Architecture, Virtual Private Network, Simple Object Access Protocol, WS-Security"
"Kaufmann E,Koolen WM",Mixture Martingales Revisited with Applications to Sequential Tests and Confidence Intervals,2021,,0,,,"This paper presents new deviation inequalities that are valid uniformly in time under adaptive sampling in a multi-armed bandit model. The deviations are measured using the Kullback-Leibler divergence in a given one-dimensional exponential family, and take into account multiple arms at a time. They are obtained by constructing for each arm a mixture martingale based on a hierarchical prior, and by multiplying those martingales. Our deviation inequalities allow us to analyze stopping rules based on generalized likelihood ratios for a large class of sequential identification problems. We establish asymptotic optimality of sequential tests generalising the track-and-stop method to problems beyond best arm identification. We further derive sharper stopping thresholds, where the number of arms is replaced by the newly introduced pure exploration problem rank. We construct tight confidence intervals for linear functions and minima/maxima of the vector of arm means.","multi-armed bandits, mixture methods, adaptive sequential testing, best arm identification, test martingales"
"Liu R,Srivastava M",VirtSense: Virtualize Sensing through ARM TrustZone on Internet-of-Things,2018,2–7,5,9781450359986,https://doi.org/10.1145/3268935.3268937,"Internet-of-Things (IoTs) are becoming more and more popular in our life. IoT devices are generally designed for sensing or actuation purposes. However, the current sensing system on IoT devices lacks the understanding of sensing needs, which diminishes the sensing flexibility, isolation, and security when multiple sensing applications need to use sensor resources. In this work, we propose VirtSense, an ARM TrustZone based virtual sensing system, to provide each sensing application a virtual sensor instance, which further enables a safe, flexible and isolated sensing environment on the IoT devices. Our preliminary results show that VirtSense: 1) can provide virtual sensor instance for each sensing application so that the sensing needs of each application will be satisfied without affecting others; 2) is able to enforce access control policy even under an untrusted environment.","sensor virtualization, sensor network, iot security, arm trustzone"
"Russinovich M,Govindaraju N,Raghuraman M,Hepkin D,Schwartz J,Kishan A",Virtual Machine Preserving Host Updates for Zero Day Patching in Public Cloud,2021,114–129,15,9781450383349,https://doi.org/10.1145/3447786.3456232,"Host software updates are critical to ensure the security, reliability and compliance of public clouds. Many updates require a virtualization component restart or operating system reboot. Virtual machines (VMs) running on the updated servers must either be restarted or live migrated off. Reboots can result in downtime for the VMs on the order of ten minutes, and has further impact on the workloads running in the VMs because cached state is lost. Live migration (LM) is a technology that can avoid the need to shutdown VMs. However, LM requires turn space in the form of already-patched hosts, consumes network, CPU and other resources that scale with the amount of and level of activity of VM, and has variable impact on VM performance and availability, making it too expensive and disruptive for zero-day security updates that must be applied across an entire fleet on the order of hours. We present a novel update technology, virtual machine preserving host updates (VM-PHU), that does not require turn space, consumes no network and little CPU, preserves VM state, and causes minimal VM blackout time that does not scale with VM resource usage. VM-PHU persists the memory and device state of all running guest VMs, reboots the host and virtualization components into updated code, restores the state of the VMs, and then resumes them. VM-PHU makes use of several techniques to minimize VM blackout time. One is to use kernel soft reboot (KSR) to directly transition to an updated host operating system, bypassing firmware reset of the server and attached devices. To minimize resource consumption and VM disruption, VM-PHU leaves VM memory in physical memory pages and other state in persisted pages across the soft reboot, and VM-PHU implements a mechanism called fast close to enable a reboot to proceed without waiting for the completion of in-flight VM I/Os to remote storage devices. We have implemented VM-PHU in Microsoft Azure hosting millions of servers and show results of several zero-day updates that demonstrate VM blackout times on the order of seconds. VM-PHU provides significant benefits to both customers and public cloud vendors by minimizing application downtime while enabling fast and resource efficient updates, including zero-day patches.","virtualization and security, cloud computing, data centers"
"Tundis A,Mukherjee G,Mühlhäuser M",Mixed-Code Text Analysis for the Detection of Online Hidden Propaganda,2020,,0,9781450388337,https://doi.org/10.1145/3407023.3409211,"Internet-based communication systems have become an increasing tool for spreading misinformation and propaganda. Though mechanisms adept in tracking unwarranted information and messages exist, users have devised different methods to avoid scrutiny and detection. One of such method is the use of mixed-code language. Mixed code is text written in an unconventional form combining different languages, symbols, scripts and shapes, with the aim to make it difficult to detect due to its custom approach and its ever changing aspects. Utilizing special characters to substitute for alphabets, which makes it readable to humans but nonsensical to machine. The intuition is that a substituted alphabet should resemble the shape of the intended alphabet. In this context, the paper explores the possibility of identifying such mixed code texts with special characters by proposing an approach to normalize them and determine if it contains propaganda elements. As a consequence, a tailored algorithm in combination with a deep learning models for character selection is defined and presented. The results gathered from its experimentation are discussed and the achieved performances are compared with the related works1.","mixed-code identification, internet-based crimes, text analysis, machine learning, cyber-criminality, propaganda detection, cyber terrorist networks"
"Bigand F,Prigent E,Braffort A",Animating Virtual Signers: The Issue of Gestural Anonymization,2019,252–255,3,9781450366724,https://doi.org/10.1145/3308532.3329410,"This paper presents an ongoing PhD research project on visual perception and motion analysis applied to virtual signers (virtual agents used for Sign Language interaction).Virtual signers (or signing avatars) play an important role in the accesibility of information in sign languages. They have been developed notably for their capability to anonymize shape and ap-pearance of the content producer. While motion capture provides human-like, realistic and comprehensible signing animations, it also arises the question of anonymity. Human body movements contain important information about a person's identity, gender or emotional state. In the present work, we want to address the problem of gestural identity in the context of animated agents in French Sign Language. On the one hand, the ability to identify a person from signing motion is assessed through psychophysical experiments, using point-light displays. On the other hand, a computational framework is developed in order to investigate which features are critical for person identification and to control them over the virtual agent.","sign language, motion capture, virtual signer, perception, identity recognition"
"Vidal JM,Monge MA,Villalba LJ",Detecting Workload-Based and Instantiation-Based Economic Denial of Sustainability on 5G Environments,2018,,0,9781450364485,https://doi.org/10.1145/3230833.3233247,"This paper reviews the Economic Denial of Sustainability (EDoS) problem in emerging network scenarios. The performed research studied them in context of adaptive approaches grounded on self-organizing networks (SON) and Network Function Virtualization (NFV). In particular, two novel threats were reviewed in depth: Workload-based EDoS (W-EDoS) and Instantiation-based EDoS (I-EDoS). With the aim to contribute to their mitigation a security architecture with network-based intrusion detection capabilities is proposed. This architecture implements machine learning techniques, network behaviour prediction, adaptive thresholding methods, and productivity-based clustering for detecting entropy-based anomalies based on the observed workload (W-EDoS) or suspicious variations of the productivity observed at the virtual instances (I-EDoS). A detailed experimentation has been conducted considering different calibration parameters under different network scenarios, on which the security architecture has been assessed. The results have proven good accuracy levels, hence demonstrating the proposal effectiveness.","information security, Economical denial of sustainability, self-organizing networks, network function virtualization, intrusion detection systems"
"Buhren R,Jacob HN,Krachenfels T,Seifert JP",One Glitch to Rule Them All: Fault Injection Attacks Against AMD's Secure Encrypted Virtualization,2021,2875–2889,14,9781450384544,https://doi.org/10.1145/3460120.3484779,"AMD Secure Encrypted Virtualization (SEV) offers protection mechanisms for virtual machines in untrusted environments through memory and register encryption. To separate security-sensitive operations from software executing on the main x86 cores, SEV leverages the AMD Secure Processor (AMD-SP). This paper introduces a new approach to attack SEV-protected virtual machines (VMs) by targeting the AMD-SP. We present a voltage glitching attack that allows an attacker to execute custom payloads on the AMD-SPs of all microarchitectures that support SEV currently on the market (Zen 1, Zen 2, and Zen 3). The presented methods allow us to deploy a custom SEV firmware on the AMD-SP, which enables an adversary to decrypt a VM's memory. Furthermore, using our approach, we can extract endorsement keys of SEV-enabled CPUs, which allows us to fake attestation reports or to pose as a valid target for VM migration without requiring physical access to the target host. Moreover, we reverse-engineered the Versioned Chip Endorsement Key (VCEK) mechanism introduced with SEV Secure Nested Paging (SEV-SNP). The VCEK binds the endorsement keys to the firmware version of TCB components relevant for SEV. Building on the ability to extract the endorsement keys, we show how to derive valid VCEKs for arbitrary firmware versions. With our findings, we prove that SEV cannot adequately protect confidential data in cloud environments from insider attackers, such as rogue administrators, on currently available CPUs.","secure encrypted virtualization, SEV, secure nested paging, SNP, voltage glitching, hardware fault attack"
"Alnaim AK,Alwakeel AM,Fernandez EB",A Misuse Pattern for Distributed Denial-of-Service Attack in Network Function Virilization,2021,,0,,,"Network Function Virtualization (NFV) takes advantage of cloud-based virilization to offer scalable and flexible network functions such as switches, routers, load balancers, and domain name systems (DNSs). These virtualized network functions (VNFs) are considered better solutions than hardware-based network functions (NFs) as their resources can be dynamically increased upon consumer requests. While their usefulness can't be denied, they also have some security implications; VNFs have a large attack surface and can be used by attackers to jeopardize the NFV environment. We present here a misuse pattern for distributed denial-of-service (DDoS) attacks in NFV. DDoS is a malicious attempt to make the service unavailable for legitimate users by flooding system servers with a high volume of requests. Misuse patterns describe how the attack is performed from the point of view of the attacker; they also define the environment where the attack is performed, what security mechanisms are needed as countermeasures to stop it, and how to find forensic information to trace the attack once it happens. This pattern is part of an ongoing catalog of misuse patterns we aim to build for the diagrams of NFV systems. Our audience are system designers, system architects, and security professionals who are interested in building a secure NFV system.","security reference architecture, hypervisor, network function virtualization (NFV), distributed denial-of-service attack, cloud computing, misuse patterns"
"Roth E,Newatia K,Ma Y,Zhong K,Angel S,Haeberlen A",Mycelium: Large-Scale Distributed Graph Queries with Differential Privacy,2021,327–343,16,9781450387095,https://doi.org/10.1145/3477132.3483585,"This paper introduces Mycelium, the first system to process differentially private queries over large graphs that are distributed across millions of user devices. Such graphs occur, for instance, when tracking the spread of diseases or malware. Today, the only practical way to query such graphs is to upload them to a central aggregator, which requires a great deal of trust from users and rules out certain types of studies entirely. With Mycelium, users' private data never leaves their personal devices unencrypted, and each user receives strong privacy guarantees. Mycelium does require the help of a central aggregator with access to a data center, but the aggregator merely facilitates the computation by providing bandwidth and computation power; it never learns the topology of the graph or the underlying data. Mycelium accomplishes this with a combination of homomorphic encryption, a verifiable secret redistribution scheme, and a mix network based on telescoping circuits. Our evaluation shows that Mycelium can answer a range of different questions from the medical literature with millions of devices.","federated analytics, differential privacy, graph queries, mix networks"
"Liang M,Liu RW,Li Y,Wu J,Liu J",Data-Driven Statistical Analysis of Dynamic Vessel Trajectories in Wuhan Section of the Yangtze River,2017,44–51,7,9781450353564,https://doi.org/10.1145/3152723.3152738,"Automatic identification system (AIS), which records the spatio-temporal dynamic vessel trajectories, has recently attracted increasing attention due to its great potential in maritime management and ocean engineering. AIS has been successfully utilized to assist intelligent navigation and enhance transportation safety. To better understand the vessel behavior behind the massive AIS trajectories, it is necessary to analyze the statistical properties of AIS trajectories from different aspects. In this work, we mainly focus on the distribution of vessel speeds, distribution of spherical distances, distribution of longitude and latitude differences between successive trajectory points for both downstream and upstream vessels in Wuhan Section of the Yangtze River. To accurately approximate these distributions, Gaussian mixture model (GMM) was introduced to analyze the dynamic vessel trajectories. In particular, the optimal parameters of GMM were estimated using the iterative Expectation-Maximization (EM) algorithm. Experiments on massive realistic vessel trajectories have demonstrated that there exists significantly different distributions of vessel speeds, spherical distances, longitude and latitude differences between downstream and upstream vessels.","Statistical analysis, Gaussian mixture model, Expectation-Maximization algorithm, Automatic identification system, Trajectory mining"
"Zhao X,Wang Y,Wang D",Cochannel Speaker Identification in Anechoic and Reverberant Conditions,2015,1727–1736,9,,https://doi.org/10.1109/TASLP.2015.2447284,"Speaker identification (SID) in cochannel speech, where two speakers are talking simultaneously over a single recording channel, is a challenging problem. Previous studies address this problem in the anechoic environment under the Gaussian mixture model (GMM) framework. On the other hand, cochannel SID in reverberant conditions has not been addressed. This paper studies cochannel SID in both anechoic and reverberant conditions. We first investigate GMM-based approaches and propose a combined system that integrates two cochannel SID methods. Second, we explore deep neural networks (DNNs) for cochannel SID and propose a DNN-based recognition system. Evaluation results demonstrate that our proposed systems significantly improve SID performance over recent approaches in both anechoic and reverberant conditions and various target-to-interferer ratios.","target-to-interferer ratio, gaussian mixture model (GMM), deep neural network (DNN), cochannel speaker identification, reverberation"
"Pattaranantakul M,Tseng Y,He R,Zhang Z,Meddahi A",A First Step Towards Security Extension for NFV Orchestrator,2017,25–30,5,9781450349086,https://doi.org/10.1145/3040992.3040995,"Network Functions Virtualization (NFV) has recently emerged as one of the new networking paradigms to significantly change the way that the networks and services are deployed, managed, and operated. One of the major advantages of NFV is to reduce hardware cost, meanwhile increasing service agility and scalability. Recently, there are many platforms for NFV management and orchestration (MANO) are available, however few of them contains dedicated modules or components for security management. This paper is intended to study the feasibility of extending the current NFV orchestrator to have the capability of managing security mechanisms. To do that, we propose a security extension module based on TOSCA data model which is commonly used by NFV MANO architecture. We then develop an access control use case to illustrate the usage of our proposed security extension. Specifically, we integrate the security extension into the Moon framework, which can automatically verify security attributes, generate access control policies, and further enforce the policies through the underlying infrastructure according to the high-level security policies. The preliminary results show that our security extension can work together with the NFV orchestrator to enable fine-grained access control to protect resources and services.","security management, network functions virtualization (NFV), service orchestration, data model"
"Fietz J,Whitlock S,Ioannidis G,Argyraki K,Bugnion E",VNToR: Network Virtualization at the Top-of-Rack Switch,2016,428–441,13,9781450345255,https://doi.org/10.1145/2987550.2987582,"Cloud providers typically implement abstractions for network virtualization on the server, within the operating system that hosts the tenant virtual machines or containers. Despite being flexible and convenient, this approach has fundamental problems: incompatibility with bare-metal support, unnecessary performance overhead, and susceptibility to hypervisor breakouts. To solve these, we propose to offload the implementation of network-virtualization abstractions to the top-of-rack switch (ToR). To show that this is feasible and beneficial, we present VNToR, a ToR that takes over the implementation of the security-group abstraction. Our prototype combines commodity switching hardware with a custom software stack and is integrated in OpenStack Neutron. We show that VNToR can store tens of thousands of access rules, adapts to traffic-pattern changes in less than a millisecond, and significantly outperforms the state of the art.","SR-IOV, Network virtualization, top-of-rack switch, security groups"
"Ustun B,Rudin C",Optimized Risk Scores,2017,1125–1134,9,9781450348874,https://doi.org/10.1145/3097983.3098161,"Risk scores are simple classification models that let users quickly assess risk by adding, subtracting, and multiplying a few small numbers. Such models are widely used in healthcare and criminal justice, but are often built ad hoc. In this paper, we present a principled approach to learn risk scores that are fully optimized for feature selection, integer coefficients, and operational constraints. We formulate the risk score problem as a mixed integer nonlinear program, and present a new cutting plane algorithm to efficiently recover its optimal solution. Our approach can fit optimized risk scores in a way that scales linearly with the sample size of a dataset, provides a proof of optimality, and obeys complex constraints without parameter tuning. We illustrate these benefits through an extensive set of numerical experiments, and an application where we build a customized risk score for ICU seizure prediction.","risk scores, classification, interpretable models, seizure prediction, mixed integer non-linear programming, cutting plane methods"
"Wang Y,Qian X",Finding Low-Conductance Sets with Dense Interactions (FLCD) for Better Protein Complex Prediction,2016,537–538,1,9781450342254,https://doi.org/10.1145/2975167.2985677,"Intuitively, proteins in the same protein complexes should highly interact with each other but rarely interact with the other proteins in protein-protein interaction (PPI) networks. Surprisingly, many existing computational algorithms do not directly detect protein complexes based on both of these topological properties. Most of them, depending on mathematical definitions of either modularity or conductance, have their own limitations: Modularity has the inherent resolution problem ignoring small protein complexes; and conductance characterizes the separability of complexes but fails to capture the interaction density within complexes.We present a two-step algorithm FLCD (Finding Low-Conductance sets with Dense interactions) to predict overlapping protein complexes with the desired topological structure, which is densely connected inside and well separated from the rest of the networks. First, FLCD detects well-separated subnetworks based on approximating a potential low-conductance set through a personalized PageRank vector from each protein and then solving a mixed integer programming (MIP) problem to find the minimum-conductance set within the identified low-conductance set. At the second step, the densely connected parts in those subnetworks are discovered as the protein complexes by solving another MIP problem that aims to find the dense subnetwork in the minimum-conductance set. Experiments on four large-scale yeast PPI networks from different public databases demonstrate that the complexes predicted by FLCD have better correspondence with the yeast protein complex gold standards than other three state-of-the-art algorithms (ClusterONE, LinkComm, and SR-MCL). Additionally, results of FLCD show higher biological relevance with respect to Gene Ontology (GO) terms by GO enrichment analysis.","Protein complex identification, Dense subnetwork, Low conductance set, Mixed integer programming"
